統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10309,金門縣金城鎮,北門里,1447,4673,2400,2273,27,26,33,19,18,27,24,24,21,19,16,20,18,11,27,18,14,15,19,16,13,17,32,10,18,22,35,16,23,18,20,20,24,22,33,21,27,43,18,21,33,25,30,29,46,48,38,42,45,38,35,28,44,40,33,32,32,36,26,31,36,33,31,55,30,42,37,37,27,34,47,31,37,36,32,46,34,19,37,40,31,29,37,28,30,40,40,42,43,42,39,29,38,43,31,43,40,28,48,34,50,32,36,32,45,28,39,45,55,53,40,37,47,31,44,48,37,50,30,35,42,40,48,29,36,27,41,25,20,26,26,20,21,18,12,18,25,9,9,15,16,14,11,9,20,11,10,10,6,18,11,10,10,8,15,7,2,18,8,8,7,3,5,8,7,5,3,8,3,2,2,2,1,2,4,7,2,2,1,5,2,1,0,4,0,3,1,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,
10309,金門縣金城鎮,南門里,1879,5984,2958,3026,34,35,28,37,46,27,21,17,31,19,25,24,21,22,18,20,20,17,19,26,25,17,23,17,26,32,28,31,26,22,18,30,31,25,35,42,42,47,40,47,37,44,40,51,45,43,37,43,49,34,44,59,41,60,49,40,49,43,44,54,62,45,50,68,51,45,49,55,56,49,44,72,50,44,33,44,48,61,38,30,52,50,38,36,48,44,42,54,52,25,44,42,38,44,43,57,60,46,44,50,47,49,44,51,57,47,56,41,54,56,61,37,55,41,51,49,51,48,32,49,62,49,38,47,42,47,37,33,30,28,18,21,16,24,25,23,8,13,13,13,19,16,12,16,23,12,18,18,11,17,12,25,22,21,17,12,8,14,14,9,16,9,13,14,9,11,3,13,3,11,3,8,5,9,1,5,3,5,1,6,2,5,1,4,2,2,1,3,2,3,2,0,0,2,0,2,0,0,0,0,4,2,
10309,金門縣金城鎮,古城里,1133,3769,1885,1884,21,17,32,23,25,18,31,16,10,17,15,17,13,12,12,12,7,14,8,9,15,4,14,10,13,6,12,8,12,10,10,7,15,14,17,27,25,19,25,17,32,26,15,24,25,30,22,29,30,20,28,30,25,29,27,33,27,33,31,37,33,39,26,37,34,44,22,30,34,31,36,36,32,33,22,31,30,36,19,31,30,29,33,32,30,25,39,37,33,31,35,20,35,31,44,40,36,35,24,41,37,31,32,31,32,38,38,27,39,36,32,21,32,36,32,27,44,29,30,30,29,31,21,29,18,19,21,22,17,22,18,16,12,19,13,8,10,6,8,7,11,12,7,11,10,12,11,6,8,14,12,10,12,10,15,6,6,9,12,6,13,8,4,4,5,8,3,7,1,4,1,3,4,4,4,5,1,4,2,4,0,1,1,3,2,4,0,3,1,1,0,0,2,0,0,0,1,1,0,1,0,1,
10309,金門縣金城鎮,東門里,1663,5599,2789,2810,30,28,28,24,36,32,22,24,22,25,26,18,17,18,24,24,18,26,23,22,25,25,21,27,29,26,28,23,29,30,26,24,21,26,29,28,33,29,38,41,38,40,50,39,42,51,38,52,42,42,46,46,45,40,47,40,47,43,37,44,35,46,36,31,46,47,32,48,34,45,45,46,42,45,34,38,30,42,44,56,35,47,39,38,48,27,52,53,42,41,47,57,42,53,57,50,43,45,64,54,71,54,56,58,53,41,49,52,54,49,69,41,69,53,39,27,49,42,43,40,60,47,33,32,23,43,29,30,33,22,21,22,19,16,18,16,13,15,16,17,13,13,14,16,15,12,13,19,13,16,8,13,11,15,9,15,12,12,16,8,6,11,7,10,6,6,3,8,5,12,3,8,1,5,4,5,1,3,3,2,1,2,1,8,1,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,1,2,
10309,金門縣金城鎮,珠沙里,896,2891,1495,1396,14,12,15,9,9,7,9,10,6,7,8,6,4,7,9,3,6,4,10,7,10,10,4,8,6,11,8,9,7,10,11,6,11,14,15,9,13,24,17,21,18,17,35,15,23,25,17,19,21,23,36,21,17,30,31,15,26,22,26,16,15,25,15,26,14,22,29,24,26,25,21,22,16,22,27,21,19,14,15,20,20,18,18,8,21,19,28,16,21,26,26,20,33,27,31,21,28,28,34,29,35,33,32,27,20,32,34,21,33,43,29,26,36,30,26,23,33,29,32,29,17,21,20,19,26,15,15,21,23,14,16,11,14,13,3,9,10,4,10,9,14,12,9,9,7,8,8,9,11,7,9,5,10,6,10,13,6,11,9,6,7,4,4,8,4,3,5,5,5,5,2,2,0,5,0,5,1,7,1,1,4,1,1,1,2,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,
10309,金門縣金城鎮,西門里,3366,10938,5401,5537,55,65,65,57,58,63,49,58,52,55,53,39,41,41,44,26,37,40,38,43,45,37,47,29,55,40,54,55,65,60,50,46,55,59,84,58,78,85,65,87,69,66,76,93,68,92,92,94,91,88,97,76,97,92,96,75,85,84,90,93,86,89,89,97,82,97,93,128,78,108,83,104,86,102,82,96,87,78,67,80,78,67,80,55,91,94,88,81,75,84,87,92,82,79,83,84,81,106,95,92,93,108,77,99,113,78,79,83,94,95,79,87,98,87,82,78,94,97,85,81,85,83,73,73,75,79,61,65,39,54,47,48,37,34,36,33,35,34,32,31,32,30,35,28,41,31,24,25,26,25,17,19,21,22,18,19,24,21,12,18,14,14,16,15,12,10,12,11,9,16,5,13,7,9,4,12,3,8,7,11,3,11,2,9,7,3,3,9,3,1,2,0,2,2,0,3,0,2,0,1,2,3,
10309,金門縣金城鎮,賢庵里,1368,4581,2354,2227,26,20,21,17,25,26,19,9,11,12,9,12,13,12,7,11,15,8,15,12,15,19,10,7,19,14,15,16,21,14,20,17,19,20,21,28,29,24,30,30,26,32,26,34,47,43,48,60,48,49,47,29,38,43,38,31,39,37,51,38,31,43,39,32,40,33,36,35,42,34,28,46,30,37,34,34,32,37,31,28,37,32,36,32,29,31,46,45,40,26,39,45,42,34,39,36,46,40,51,37,52,52,35,48,54,40,40,40,56,38,38,37,41,38,47,42,43,37,47,41,37,36,33,29,28,31,43,20,22,15,29,18,22,7,12,10,10,8,10,7,19,11,12,11,11,8,7,7,14,6,10,10,12,11,4,11,5,11,7,7,6,6,2,16,4,13,5,11,3,5,3,8,0,3,5,4,3,5,0,3,2,6,1,6,0,2,1,2,0,3,1,1,0,1,1,0,0,0,1,0,0,4,
10309,金門縣金城鎮,金水里,645,2065,1064,1001,9,7,12,4,10,16,6,5,8,4,5,3,3,5,9,1,4,1,4,4,5,3,7,2,4,4,8,5,5,6,7,8,11,8,10,21,17,13,15,17,10,21,13,15,13,17,15,17,15,14,18,17,10,21,17,21,18,16,14,16,13,16,26,17,22,18,21,20,20,8,23,14,15,16,13,10,19,16,16,9,9,12,24,13,14,16,13,13,22,15,18,16,18,6,9,19,19,30,13,22,17,21,19,28,23,20,22,16,22,11,14,20,27,15,25,18,24,18,24,20,19,13,18,18,14,10,18,14,10,17,9,9,15,9,4,2,2,3,1,7,3,8,6,4,5,4,9,3,6,6,3,4,1,4,7,3,9,4,5,6,11,3,3,5,5,4,4,4,2,5,3,5,2,3,1,3,1,7,2,1,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
10309,金門縣金沙鎮,三山里,607,1942,970,972,5,9,6,4,6,10,6,8,2,7,2,4,6,2,3,2,5,5,3,7,5,5,9,5,8,2,6,6,6,10,6,7,7,10,14,12,13,10,11,11,19,12,12,12,17,17,16,16,12,16,8,20,15,12,18,14,7,12,11,14,9,15,16,12,14,15,18,12,15,11,10,14,7,17,11,7,12,16,7,14,19,18,20,14,9,18,21,16,16,15,20,13,17,19,19,26,22,19,22,13,23,26,18,21,22,18,25,18,15,22,19,12,20,20,14,15,24,19,13,11,13,16,11,10,10,7,19,10,4,5,10,9,10,3,7,8,7,8,2,5,6,5,6,7,11,12,7,10,6,6,9,3,9,10,2,7,12,5,7,7,9,9,6,3,9,5,4,6,4,3,0,1,1,5,1,0,4,4,0,3,0,0,2,1,0,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,4,
10309,金門縣金沙鎮,何斗里,635,2072,1010,1062,14,9,10,9,9,10,10,3,5,4,3,4,5,4,8,3,4,8,6,5,15,4,6,12,8,5,9,10,12,9,8,6,9,4,11,16,12,13,11,22,9,24,17,12,14,16,14,21,22,15,20,11,20,19,20,25,14,14,15,16,19,12,16,18,12,17,19,16,12,29,9,17,11,11,10,31,18,11,15,24,11,16,13,17,15,17,17,20,15,13,13,18,22,12,16,19,29,17,14,23,22,15,18,14,20,21,10,16,17,21,18,15,20,21,17,10,21,20,15,14,23,12,10,11,11,14,13,15,3,8,17,12,8,6,7,7,8,4,6,9,6,3,6,6,6,12,4,2,3,6,4,5,7,4,9,3,3,6,5,10,8,6,4,6,1,2,2,2,1,5,2,3,1,2,0,4,3,3,0,4,0,3,2,2,1,1,1,1,0,2,0,0,0,0,0,3,0,0,1,0,0,0,
