"統計年月","區域別","村里","戶數","人口數","人口數-男","人口數-女","M20_34","F20_34","M35_49","F35_49","M50_64","F50_64","M65_79","F65_79","M80up","F80up","投票人口男","投票人口女"
"10309","南投縣南投市","三和里","1196","3505","1749","1756",360,354,361,370,350,343,226,261,59,83,1356,1411
"10309","南投縣南投市","三民里","365","1029","495","534",116,125,86,103,131,115,44,56,21,41,398,440
"10309","南投縣南投市","三興里","2161","6636","3327","3309",828,744,667,760,698,725,219,233,76,91,2488,2553
"10309","南投縣南投市","仁和里","219","614","296","318",81,75,43,54,70,78,40,33,12,26,246,266
"10309","南投縣南投市","光明里","582","1333","614","719",83,75,100,115,117,139,122,234,103,67,525,630
"10309","南投縣南投市","光榮里","631","1453","727","726",115,72,113,94,151,157,113,210,126,126,618,659
"10309","南投縣南投市","光華里","486","1176","553","623",84,76,82,83,125,130,68,158,95,92,454,539
"10309","南投縣南投市","光輝里","236","717","338","379",57,59,72,82,67,65,32,46,14,23,242,275
"10309","南投縣南投市","內新里","549","1809","990","819",206,171,230,174,188,167,105,80,35,48,764,640
"10309","南投縣南投市","內興里","2595","8010","3991","4019",893,816,838,935,827,868,286,318,103,100,2947,3037
"10309","南投縣南投市","千秋里","365","1207","619","588",146,142,149,115,142,117,51,67,19,37,507,478
"10309","南投縣南投市","南投里","275","710","349","361",77,72,59,69,96,98,46,48,10,26,288,313
"10309","南投縣南投市","嘉和里","1801","5233","2634","2599",690,587,611,623,508,603,204,216,46,59,2059,2088
"10309","南投縣南投市","嘉興里","786","2501","1295","1206",352,288,250,236,291,271,115,116,38,67,1046,978
"10309","南投縣南投市","崇文里","434","1237","621","616",151,123,102,111,148,136,61,77,28,38,490,485
"10309","南投縣南投市","平和里","2602","7084","3443","3641",924,856,697,757,794,921,283,355,92,128,2790,3017
"10309","南投縣南投市","平山里","2079","6327","3113","3214",844,822,688,714,689,711,199,229,54,80,2474,2556
"10309","南投縣南投市","康壽里","648","1733","833","900",197,186,142,185,198,212,92,104,29,32,658,719
"10309","南投縣南投市","彰仁里","182","486","242","244",44,38,44,41,53,63,33,34,19,20,193,196
"10309","南投縣南投市","振興里","795","2464","1300","1164",308,259,268,237,319,262,150,140,36,53,1081,951
"10309","南投縣南投市","新興里","1899","5933","2987","2946",841,739,656,712,569,641,175,174,53,66,2294,2332
"10309","南投縣南投市","東山里","166","495","267","228",46,44,65,46,53,47,38,30,17,14,219,181
"10309","南投縣南投市","永興里","275","962","520","442",84,106,146,90,95,74,56,56,25,23,406,349
"10309","南投縣南投市","永豐里","1071","3300","1706","1594",467,374,367,387,350,361,124,141,34,41,1342,1304
"10309","南投縣南投市","漳和里","2713","8424","4238","4186",1178,992,859,930,865,964,310,353,96,136,3308,3375
"10309","南投縣南投市","漳興里","1053","3112","1551","1561",412,380,300,333,363,377,130,154,41,58,1246,1302
"10309","南投縣南投市","營北里","2493","7420","3645","3775",811,765,713,791,783,915,279,364,129,94,2715,2929
"10309","南投縣南投市","營南里","880","2794","1448","1346",380,299,293,297,321,285,138,134,48,58,1180,1073
"10309","南投縣南投市","福山里","684","2274","1186","1088",264,244,278,233,258,219,108,134,48,44,956,874
"10309","南投縣南投市","福興里","1146","3419","1730","1689",434,409,410,346,389,403,158,170,41,46,1432,1374
"10309","南投縣南投市","軍功里","1807","5711","2828","2883",729,653,580,658,555,633,218,208,60,72,2142,2224
"10309","南投縣南投市","鳳山里","431","1316","728","588",128,107,197,131,157,111,107,97,40,51,629,497
"10309","南投縣南投市","鳳鳴里","272","801","435","366",62,69,117,82,107,58,69,60,15,35,370,304
"10309","南投縣南投市","龍泉里","429","1157","569","588",116,129,117,120,132,127,69,72,21,35,455,483
"10309","南投縣埔里鎮","一新里","264","1100","468","632",85,93,118,215,137,179,55,62,22,37,417,586
"10309","南投縣埔里鎮","北安里","1337","4044","1966","2078",453,440,399,456,420,461,166,174,66,65,1504,1596
"10309","南投縣埔里鎮","北梅里","1348","3963","1976","1987",471,401,405,461,395,465,153,157,38,44,1462,1528
"10309","南投縣埔里鎮","北門里","1123","3081","1562","1519",330,320,334,328,359,359,137,156,50,52,1210,1215
"10309","南投縣埔里鎮","南村里","534","1663","865","798",183,169,207,182,188,157,85,81,24,29,687,618
"10309","南投縣埔里鎮","南門里","385","991","509","482",96,87,90,101,128,123,95,75,36,31,445,417
"10309","南投縣埔里鎮","史港里","241","699","372","327",63,64,85,79,111,77,47,50,21,24,327,294
"10309","南投縣埔里鎮","合成里","620","1997","1022","975",176,212,255,201,218,212,109,112,37,35,795,772
"10309","南投縣埔里鎮","同聲里","961","2713","1336","1377",334,287,284,299,306,349,133,178,38,45,1095,1158
"10309","南投縣埔里鎮","向善里","269","767","417","350",93,60,80,67,105,88,54,46,27,29,359,290
"10309","南投縣埔里鎮","大城里","2495","6904","3371","3533",756,751,763,767,758,831,339,397,117,134,2733,2880
"10309","南投縣埔里鎮","大湳里","645","1803","906","897",196,191,212,211,192,187,80,114,30,21,710,724
"10309","南投縣埔里鎮","廣成里","474","1352","705","647",115,94,155,158,202,167,96,78,43,51,611,548
"10309","南投縣埔里鎮","愛蘭里","617","1773","866","907",188,189,202,200,186,202,68,88,28,37,672,716
"10309","南投縣埔里鎮","成功里","139","390","219","171",25,30,55,35,65,37,27,32,18,16,190,150
"10309","南投縣埔里鎮","房里里","514","1657","858","799",175,171,199,186,207,154,64,92,18,29,663,632
"10309","南投縣埔里鎮","東門里","1280","3286","1647","1639",310,295,374,345,395,390,221,262,65,76,1365,1368
"10309","南投縣埔里鎮","杷城里","1099","3239","1619","1620",394,347,343,362,368,361,137,172,32,49,1274,1291
"10309","南投縣埔里鎮","枇杷里","3161","8936","4451","4485",1077,994,986,990,931,1039,353,381,119,105,3466,3509
"10309","南投縣埔里鎮","桃米里","470","1188","640","548",125,102,150,129,180,140,76,66,22,29,553,466
"10309","南投縣埔里鎮","水頭里","1536","4482","2294","2188",505,436,514,511,509,541,209,188,69,59,1806,1735
"10309","南投縣埔里鎮","泰安里","899","2608","1278","1330",329,294,272,272,268,329,107,136,47,30,1023,1061
"10309","南投縣埔里鎮","清新里","1590","4433","2221","2212",467,446,541,527,482,485,220,262,61,81,1771,1801
"10309","南投縣埔里鎮","溪南里","412","1370","667","703",139,142,170,185,111,149,62,65,15,21,497,562
"10309","南投縣埔里鎮","牛眠里","1106","3405","1729","1676",380,354,400,369,399,342,182,186,49,79,1410,1330
"10309","南投縣埔里鎮","珠格里","414","1311","712","599",159,129,156,134,159,134,84,61,19,29,577,487
"10309","南投縣埔里鎮","福興里","417","1185","592","593",110,108,128,117,155,157,71,73,23,37,487,492
"10309","南投縣埔里鎮","籃城里","354","1085","571","514",138,121,112,105,140,128,74,50,11,28,475,432
"10309","南投縣埔里鎮","薰化里","500","1293","624","669",114,132,128,142,135,152,99,99,23,52,499,577
"10309","南投縣埔里鎮","蜈蚣里","1133","3167","1645","1522",363,313,353,324,395,364,147,174,81,62,1339,1237
"10309","南投縣埔里鎮","西門里","1373","3968","1961","2007",433,387,409,419,404,415,201,263,60,81,1507,1565
"10309","南投縣埔里鎮","鐵山里","750","2151","1097","1054",246,208,251,262,209,219,82,98,38,33,826,820
"10309","南投縣埔里鎮","麒麟里","442","1228","657","571",154,107,143,118,169,154,71,63,27,36,564,478
"10309","南投縣草屯鎮","上林里","1169","3583","1831","1752",463,455,362,363,432,424,170,152,42,64,1469,1458
"10309","南投縣草屯鎮","中原里","735","2488","1280","1208",269,272,293,251,279,245,140,139,41,62,1022,969
"10309","南投縣草屯鎮","中山里","1036","2942","1442","1500",290,272,285,346,286,308,169,195,39,58,1069,1179
"10309","南投縣草屯鎮","中正里","313","813","419","394",91,87,87,73,106,91,52,54,16,19,352,324
"10309","南投縣草屯鎮","加老里","780","2664","1375","1289",351,323,299,265,305,279,135,126,40,61,1130,1054
"10309","南投縣草屯鎮","北勢里","700","2333","1234","1099",263,240,258,227,306,235,158,126,40,74,1025,902
"10309","南投縣草屯鎮","北投里","1022","3316","1699","1617",462,406,381,375,371,358,122,130,43,46,1379,1315
"10309","南投縣草屯鎮","南埔里","1536","4933","2525","2408",618,539,529,547,597,537,210,220,62,97,2016,1940
