統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10309,新竹縣竹北市,中興里,2961,7185,3601,3584,86,70,87,69,104,83,90,87,87,86,92,77,90,99,63,68,58,54,50,53,44,21,28,31,27,32,32,32,37,26,31,34,42,42,44,30,27,26,35,25,27,37,25,43,24,30,33,21,38,22,27,18,26,19,21,27,22,28,26,39,39,41,36,61,64,86,62,80,89,121,103,120,116,130,118,143,129,132,99,126,119,101,113,92,85,88,80,82,87,60,97,49,62,55,46,43,45,40,43,33,34,50,39,40,37,35,38,34,23,25,23,35,35,29,26,26,27,22,15,22,14,18,12,29,25,17,23,21,16,17,17,19,18,11,4,7,9,7,5,8,6,8,6,6,5,5,8,7,4,7,8,3,7,7,5,4,8,6,7,9,4,5,6,10,6,3,7,2,4,3,0,1,3,1,3,2,2,3,2,2,2,1,0,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
10309,新竹縣竹北市,北崙里,1669,5183,2509,2674,20,19,26,25,43,36,31,31,24,39,48,35,38,43,44,39,46,49,42,42,46,48,47,42,57,52,59,46,53,58,52,51,61,58,55,44,57,41,39,41,44,41,36,35,44,42,34,36,29,32,29,30,17,24,26,19,22,20,25,23,22,28,33,43,34,39,46,46,42,40,36,53,31,52,42,65,31,55,30,51,37,39,42,42,46,54,37,60,42,79,54,74,53,51,41,51,55,53,42,38,47,42,47,47,46,34,30,23,21,29,29,21,22,25,23,23,18,23,21,17,14,27,20,19,15,18,9,17,9,7,14,16,9,5,12,10,8,6,10,6,11,6,6,12,6,7,7,12,6,11,12,9,11,6,3,3,3,7,6,5,6,4,1,2,3,2,2,2,2,1,2,4,1,1,2,0,2,3,0,0,0,1,2,4,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
10309,新竹縣竹北市,北興里,454,1076,534,542,6,9,12,10,21,10,10,12,9,13,16,10,9,9,8,10,7,8,3,6,6,7,2,3,1,4,1,4,4,4,4,1,7,3,7,2,4,3,5,5,5,2,3,5,5,3,7,2,6,3,5,2,4,3,7,8,6,4,10,14,4,9,14,10,12,15,23,24,17,23,15,18,16,18,19,23,20,18,19,16,10,18,12,11,10,13,4,5,7,8,10,4,7,10,5,7,3,3,4,2,4,4,4,5,6,6,5,6,7,9,6,6,4,4,2,6,8,3,3,2,4,6,6,5,3,3,4,4,1,2,3,1,1,2,1,3,1,1,1,3,4,1,1,4,0,0,2,1,3,0,1,3,2,3,1,4,1,1,3,1,3,3,1,1,1,1,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10309,新竹縣竹北市,十興里,3587,9680,4677,5003,87,96,117,107,122,154,140,116,147,114,163,132,156,148,153,144,134,136,131,121,128,111,105,96,106,77,63,78,74,63,43,40,48,26,30,33,23,23,29,27,17,12,22,21,13,22,18,18,18,17,11,16,27,25,12,30,23,34,34,40,37,57,50,69,54,94,72,115,98,137,109,186,126,166,129,205,221,236,155,184,172,191,161,161,150,150,133,131,138,100,90,77,59,71,56,40,48,45,52,37,35,42,34,37,16,19,16,27,15,10,13,15,21,22,9,17,11,18,20,16,15,12,12,24,14,17,12,17,11,9,17,15,6,12,5,18,4,14,8,11,9,8,9,12,11,19,8,11,6,7,5,4,3,3,5,3,3,4,3,5,1,6,1,3,2,2,2,0,1,4,1,2,0,1,3,2,3,1,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10309,新竹縣竹北市,大眉里,717,2049,1044,1005,8,9,8,8,9,15,6,5,11,10,13,10,10,7,11,13,8,10,5,9,7,2,7,8,12,3,13,7,16,12,10,8,13,13,14,19,23,17,14,17,13,21,27,18,15,10,21,21,12,14,21,9,12,9,16,17,12,13,13,12,22,25,23,12,10,20,21,16,20,20,16,18,22,20,15,23,27,13,24,11,18,12,24,22,21,15,12,17,19,18,12,21,12,8,25,19,16,12,19,15,20,15,22,23,12,14,16,17,9,17,14,11,13,18,12,9,14,19,15,11,10,10,15,13,9,19,12,10,3,12,10,5,10,4,1,3,4,2,4,4,3,3,5,9,0,5,4,7,7,2,7,10,3,2,4,4,2,5,3,5,2,5,2,3,1,6,5,4,3,2,4,0,3,2,1,3,0,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
10309,新竹縣竹北市,大義里,587,1890,1002,888,7,8,6,12,11,5,9,8,6,5,6,5,10,7,10,6,9,5,9,6,5,10,4,9,4,9,12,14,14,14,15,16,12,15,8,12,20,11,13,13,12,16,16,6,17,12,15,16,22,22,15,15,14,17,12,8,16,21,16,11,25,22,17,12,21,21,14,13,19,14,15,10,15,8,24,12,12,10,13,14,15,6,16,20,15,16,10,15,18,8,18,11,14,9,15,17,17,11,23,25,13,17,16,13,19,6,17,7,16,14,18,7,15,19,11,7,13,12,14,13,16,8,2,11,11,6,8,6,8,9,10,9,13,5,5,8,11,5,5,7,7,1,8,10,6,11,2,7,5,10,7,3,4,9,6,3,5,1,5,6,4,3,3,5,3,1,2,2,2,5,2,4,2,2,3,2,2,0,0,1,0,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
10309,新竹縣竹北市,尚義里,586,1878,1001,877,8,7,7,9,3,9,8,4,6,6,3,11,7,2,9,4,9,6,12,13,8,8,17,11,21,9,12,7,17,15,15,15,14,20,12,18,10,18,15,13,15,19,13,9,15,8,18,15,13,16,10,16,11,11,8,9,15,10,10,6,13,9,10,15,15,12,13,9,14,18,16,9,20,17,17,17,23,12,13,10,19,18,13,10,19,13,17,10,19,13,11,14,26,7,18,15,23,15,14,12,22,10,17,11,20,12,16,12,8,10,24,10,13,9,13,5,12,9,8,7,7,11,10,5,7,12,8,12,7,7,7,9,6,9,7,8,7,4,6,8,9,6,6,7,6,8,7,6,7,13,7,6,4,7,6,5,2,6,4,12,8,3,5,4,3,4,4,7,3,3,4,5,3,4,3,0,3,2,1,2,1,2,2,1,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,1,1,0,
10309,新竹縣竹北市,崇義里,734,2325,1228,1097,13,11,17,12,10,12,10,8,9,5,16,6,8,9,6,10,11,15,12,6,8,9,22,12,18,11,10,17,20,18,15,17,16,13,15,22,16,14,22,19,23,17,21,20,19,9,17,23,13,18,16,16,18,20,13,10,11,8,21,17,17,17,18,19,19,20,21,16,23,17,17,14,19,26,18,20,27,24,16,12,22,18,24,10,17,11,23,19,23,17,27,14,19,16,26,21,21,11,16,21,25,15,6,14,17,12,26,15,16,10,18,12,12,8,17,11,23,21,16,14,9,9,14,10,18,15,13,15,7,5,12,8,11,3,2,7,6,7,6,8,6,12,14,11,10,8,8,8,4,7,9,4,4,11,2,9,7,4,2,6,8,6,4,9,2,4,2,3,4,6,0,5,2,4,2,5,0,0,2,1,1,1,1,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
10309,新竹縣竹北市,文化里,1527,4447,2147,2300,19,14,32,26,24,23,17,27,28,22,29,36,37,36,55,38,44,38,36,39,51,48,72,54,48,43,63,48,51,40,33,37,36,39,49,32,42,43,28,27,37,33,30,37,30,32,34,26,22,25,20,18,22,23,9,19,11,16,24,12,20,26,20,26,28,30,19,30,18,26,31,37,29,45,35,55,36,60,39,40,43,64,52,57,45,56,49,66,40,65,44,69,55,56,42,40,42,34,40,27,36,37,34,32,29,29,27,32,22,24,15,22,22,26,16,17,16,10,10,15,12,17,9,17,18,13,10,12,12,4,7,12,5,4,4,8,6,5,6,3,7,7,4,9,6,9,3,4,8,12,4,8,10,6,1,4,4,6,6,2,1,5,3,5,2,3,3,3,1,3,0,3,0,2,3,2,0,3,1,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
10309,新竹縣竹北市,斗崙里,5153,14023,6801,7222,115,99,119,107,151,142,147,118,146,127,171,145,153,151,157,132,114,122,117,143,123,116,99,137,126,110,114,132,119,123,118,94,91,95,98,89,82,105,84,76,74,93,78,69,76,66,55,73,78,53,48,68,68,57,61,43,54,60,82,80,92,103,95,126,109,153,129,162,128,181,162,214,147,196,154,210,162,190,156,187,156,169,152,179,143,136,148,143,119,149,149,147,123,135,112,133,110,108,102,110,94,90,79,96,57,72,72,66,54,58,63,51,58,53,49,36,47,46,46,43,28,37,26,35,34,33,39,33,33,33,20,28,16,24,16,12,16,14,14,9,17,20,10,12,12,17,23,13,17,17,10,16,11,12,8,11,6,13,5,15,10,9,8,2,7,8,2,3,7,6,6,6,4,1,3,2,5,2,0,4,0,4,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,
