統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10309,新竹市東 區,三民里,2294,6351,2998,3353,28,22,29,23,46,32,39,25,38,42,36,39,46,32,48,42,42,38,42,49,50,48,54,58,61,58,51,55,68,72,39,70,52,55,48,50,56,38,43,46,48,49,39,44,45,52,52,35,32,36,36,42,37,45,31,32,26,40,36,36,36,32,57,43,39,52,35,43,38,59,35,43,38,77,41,49,33,53,47,59,30,60,47,51,36,59,47,57,53,71,43,65,41,59,50,37,51,52,53,58,47,34,38,62,40,47,35,41,51,47,35,32,43,45,40,40,42,37,32,45,35,23,40,29,24,38,29,27,23,25,24,30,19,20,11,21,13,16,11,14,17,17,14,16,11,15,11,31,9,18,16,18,12,20,15,20,14,5,9,16,10,9,7,15,16,17,10,8,8,10,4,17,6,7,4,10,10,4,2,10,2,4,4,2,5,0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2,
10309,新竹市東 區,下竹里,239,642,319,323,4,5,7,4,6,4,5,1,2,3,3,1,1,6,2,3,2,3,2,1,2,1,5,1,1,0,0,0,6,3,3,3,1,3,2,1,1,1,3,6,2,2,6,0,4,4,4,1,5,4,4,1,3,5,2,4,3,2,6,6,7,7,9,8,4,5,7,8,9,3,7,6,9,9,8,4,10,6,2,4,0,3,4,6,5,9,2,3,5,3,2,4,5,4,4,6,5,4,7,1,4,5,2,5,2,1,5,1,1,5,5,5,4,9,5,1,3,7,3,7,4,5,8,3,3,3,5,11,3,6,4,2,3,4,2,4,2,6,0,6,3,4,5,1,6,4,3,1,0,2,4,5,1,5,4,2,1,6,3,2,3,2,2,1,2,3,3,0,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10309,新竹市東 區,中正里,303,778,362,416,4,4,5,1,5,5,4,3,2,4,2,2,8,7,6,8,6,8,8,7,10,6,3,10,8,10,7,10,5,6,6,2,3,7,6,6,4,8,7,5,8,0,6,5,4,8,2,4,2,6,4,7,2,4,4,7,5,1,3,12,2,4,5,2,4,11,2,12,4,10,3,7,7,7,4,7,3,5,5,5,6,6,3,6,3,4,4,6,4,7,2,2,8,12,7,10,7,6,6,7,2,4,7,6,6,7,3,3,4,6,8,6,6,6,5,2,6,6,5,3,5,4,3,4,9,3,7,2,3,3,1,1,3,3,2,1,3,1,5,0,2,2,6,2,1,2,1,0,0,3,2,2,2,2,1,1,1,2,6,3,2,2,2,2,2,2,0,1,0,3,1,1,1,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10309,新竹市東 區,仙宮里,627,1521,764,757,10,10,6,11,10,14,11,7,6,12,13,6,10,9,5,7,6,11,3,9,8,4,11,10,10,4,8,8,13,7,11,10,11,10,10,8,15,13,5,10,11,13,10,9,7,10,9,7,14,3,11,10,11,12,5,8,10,5,7,13,11,9,10,11,13,14,18,18,19,15,25,23,21,16,15,14,21,15,16,17,19,9,14,11,13,13,18,9,18,17,18,16,16,16,9,17,12,15,8,13,13,13,14,10,12,10,11,7,9,10,7,13,6,5,8,6,5,10,9,10,3,6,10,7,5,10,6,9,3,7,5,4,4,5,6,5,4,6,3,0,2,7,1,6,2,3,1,1,5,1,0,2,3,3,1,1,0,3,1,2,1,3,0,2,2,4,1,1,2,0,1,1,0,1,2,0,1,0,1,1,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
10309,新竹市東 區,仙水里,2009,5876,2904,2972,42,47,46,44,55,61,50,37,54,39,57,66,73,40,49,48,46,51,64,41,58,42,53,71,46,42,60,47,45,42,60,50,45,25,36,50,36,32,33,28,32,36,32,29,27,25,33,40,25,31,33,29,34,24,40,27,39,33,29,40,27,28,35,38,45,56,54,64,55,59,38,61,61,73,52,76,65,72,53,77,61,63,57,62,62,74,53,73,49,54,57,53,45,44,40,48,44,34,48,40,34,42,41,41,42,40,34,29,37,30,33,28,34,27,22,41,25,28,23,25,21,10,19,18,27,21,14,22,13,14,12,12,8,11,7,20,8,6,3,17,10,16,7,4,9,17,7,7,8,8,4,4,6,8,7,5,4,3,6,9,2,3,5,5,3,7,5,4,5,6,4,5,5,3,4,1,4,2,0,0,6,3,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
10309,新竹市東 區,光復里,954,2914,1443,1471,15,11,16,14,15,7,10,8,11,23,22,10,18,23,15,19,26,27,25,16,27,25,25,31,29,21,36,22,26,28,18,19,19,15,22,16,28,20,25,19,21,18,27,29,18,17,20,16,21,26,16,10,8,21,19,16,25,14,15,14,25,17,25,29,25,21,15,22,27,17,20,22,15,21,22,35,28,22,11,27,16,23,15,30,20,16,25,24,26,19,26,32,24,32,31,40,21,23,25,19,25,28,25,23,24,27,21,11,24,16,23,24,15,14,15,20,14,15,15,17,12,10,12,15,12,12,5,10,12,14,12,13,3,7,7,5,7,7,5,6,7,10,7,8,4,8,4,7,8,7,8,12,7,14,8,7,4,8,9,5,3,9,1,6,5,5,3,6,5,3,3,3,0,1,4,2,1,5,2,2,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
10309,新竹市東 區,光明里,1583,4064,1988,2076,13,16,23,18,21,15,17,19,22,18,17,29,26,23,30,26,30,18,33,35,35,37,33,36,43,28,27,46,46,46,36,34,42,36,33,28,27,29,32,30,36,23,25,32,24,26,22,35,30,19,31,18,22,23,26,14,20,21,22,30,27,28,18,29,21,21,20,15,12,21,27,26,22,23,16,20,17,42,22,28,24,31,30,40,25,50,36,47,34,38,39,45,36,35,31,38,28,41,45,38,33,32,37,38,40,33,38,32,32,28,39,21,35,22,17,28,27,37,24,23,36,29,16,20,24,33,26,17,15,18,20,15,18,9,8,16,19,6,5,8,10,11,4,13,2,7,5,11,7,8,9,7,4,9,3,9,3,6,11,6,1,5,0,6,6,4,5,4,4,3,2,6,2,6,3,8,6,0,4,6,1,2,6,4,3,0,1,3,1,2,0,0,0,0,0,0,0,1,0,0,2,0,
10309,新竹市東 區,光鎮里,1395,4187,2001,2186,19,31,30,16,27,32,18,18,24,20,19,18,24,35,25,25,28,18,17,22,23,9,20,21,20,20,24,26,17,15,24,35,25,17,26,30,30,32,28,31,22,25,26,26,24,34,29,24,34,41,30,39,26,27,21,23,35,20,30,45,19,34,37,36,31,35,38,50,34,49,42,37,35,30,43,40,39,47,27,30,24,32,35,20,26,23,44,33,37,33,36,38,26,34,36,26,28,32,34,30,22,27,32,39,35,30,33,27,20,26,27,40,21,26,18,28,28,32,26,27,21,31,23,33,20,37,19,22,18,21,17,28,14,17,17,23,11,13,16,21,17,23,16,10,11,24,12,19,12,15,5,6,4,7,11,10,4,4,8,7,3,6,6,7,2,5,6,6,6,5,6,1,5,2,2,2,3,3,3,3,1,1,0,2,0,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,
10309,新竹市東 區,公園里,1558,4260,2024,2236,15,17,27,25,24,20,23,19,26,24,36,18,28,33,37,33,44,34,43,35,48,42,61,44,49,60,46,42,69,47,27,43,31,28,19,44,32,32,35,23,23,23,17,29,29,18,18,22,23,20,21,18,14,14,18,13,23,21,13,25,16,18,28,21,30,26,23,36,43,28,27,40,25,56,37,53,37,42,35,46,27,53,27,57,35,51,27,61,29,43,45,48,39,38,35,37,26,34,36,34,31,31,34,29,23,25,26,27,31,20,14,13,14,20,20,19,17,16,26,28,17,23,15,20,13,19,11,15,14,13,15,16,16,15,14,8,5,8,5,8,6,12,3,12,6,9,7,8,6,13,3,13,9,7,11,11,9,11,6,4,5,10,7,11,5,5,4,7,7,9,5,6,4,4,3,3,2,4,2,5,1,6,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,
10309,新竹市東 區,前溪里,990,3653,1876,1777,19,11,26,24,24,29,18,13,16,17,27,21,26,21,28,21,24,29,33,22,21,23,32,24,30,32,41,31,28,28,25,25,23,10,31,22,21,29,33,32,23,19,12,29,23,34,27,32,34,31,24,24,26,32,26,21,18,31,28,23,27,29,23,28,27,30,38,32,37,38,31,35,37,30,27,28,26,37,23,24,29,27,29,24,25,18,30,14,22,14,26,22,32,18,28,21,22,19,35,28,25,24,22,26,32,24,32,18,25,22,22,20,24,20,23,25,27,16,18,32,26,19,24,16,14,18,28,20,14,15,15,18,9,17,14,12,8,6,11,7,11,18,10,12,12,7,10,9,9,9,6,10,11,5,4,8,6,12,5,7,4,5,7,8,8,6,3,2,2,6,4,8,4,3,1,3,0,2,0,2,1,2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
