"統計年月","區域別","村里","戶數","人口數","人口數-男","人口數-女","M20_34","F20_34","M35_49","F35_49","M50_64","F50_64","M65_79","F65_79","M80up","F80up","投票人口男","投票人口女"
"10309","宜蘭縣壯圍鄉","永鎮村","295","934","478","456",96,84,135,123,103,90,51,61,23,29,408,387
"10309","宜蘭縣壯圍鄉","美城村","841","2419","1319","1100",303,278,295,220,307,249,134,125,47,52,1086,924
"10309","宜蘭縣壯圍鄉","美福村","705","2043","1096","947",211,223,297,200,250,203,119,108,33,46,910,780
"10309","宜蘭縣壯圍鄉","過嶺村","606","1794","941","853",197,173,259,206,197,200,114,106,25,35,792,720
"10309","宜蘭縣員山鄉","七賢村","517","1602","865","737",183,147,225,185,160,129,72,77,18,28,658,566
"10309","宜蘭縣員山鄉","中華村","308","732","433","299",70,61,92,57,139,72,65,44,20,29,386,263
"10309","宜蘭縣員山鄉","內城村","635","1710","883","827",197,187,220,171,193,172,69,102,69,40,748,672
"10309","宜蘭縣員山鄉","同樂村","914","2855","1549","1306",386,326,379,253,321,314,136,147,50,50,1272,1090
"10309","宜蘭縣員山鄉","員山村","2319","6405","3219","3186",868,744,748,773,668,680,242,277,83,104,2609,2578
"10309","宜蘭縣員山鄉","尚德村","886","2471","1325","1146",305,259,338,270,295,239,133,145,47,59,1118,972
"10309","宜蘭縣員山鄉","惠好村","607","1812","949","863",202,189,232,195,194,185,103,88,29,29,760,686
"10309","宜蘭縣員山鄉","枕山村","907","2676","1444","1232",343,291,325,215,312,280,167,164,60,51,1207,1001
"10309","宜蘭縣員山鄉","永和村","715","2153","1119","1034",282,245,281,247,215,209,112,102,30,35,920,838
"10309","宜蘭縣員山鄉","深溝村","792","2068","1103","965",205,195,277,234,263,187,113,108,33,39,891,763
"10309","宜蘭縣員山鄉","湖北村","403","1200","641","559",141,117,151,114,134,109,86,67,29,50,541,457
"10309","宜蘭縣員山鄉","湖東村","364","1037","543","494",114,105,142,109,115,96,51,58,19,28,441,396
"10309","宜蘭縣員山鄉","湖西村","606","1678","948","730",158,135,242,160,224,140,124,102,42,73,790,610
"10309","宜蘭縣員山鄉","蓁巷村","483","1392","745","647",172,127,198,136,162,149,87,87,21,36,640,535
"10309","宜蘭縣員山鄉","逸仙村","388","1036","598","438",108,95,144,89,145,90,68,62,28,26,493,362
"10309","宜蘭縣員山鄉","頭分村","503","1540","813","727",212,180,199,171,171,146,59,77,20,25,661,599
"10309","宜蘭縣冬山鄉","三奇村","346","1107","585","522",120,131,133,115,129,95,51,61,17,21,450,423
"10309","宜蘭縣冬山鄉","中山村","203","540","288","252",63,67,59,41,80,73,31,20,12,17,245,218
"10309","宜蘭縣冬山鄉","丸山村","542","1623","845","778",193,178,212,168,176,170,87,85,32,46,700,647
"10309","宜蘭縣冬山鄉","八寶村","342","1019","546","473",145,106,118,104,121,119,57,49,22,29,463,407
"10309","宜蘭縣冬山鄉","冬山村","402","958","509","449",85,81,112,84,134,100,78,75,19,29,428,369
"10309","宜蘭縣冬山鄉","南興村","1187","3740","1847","1893",395,362,423,476,337,341,110,129,36,69,1301,1377
"10309","宜蘭縣冬山鄉","大興村","361","1086","591","495",149,112,119,83,138,132,59,64,25,29,490,420
"10309","宜蘭縣冬山鄉","大進村","343","949","533","416",82,71,148,88,115,90,81,51,26,28,452,328
"10309","宜蘭縣冬山鄉","太和村","580","1722","907","815",202,172,186,166,223,188,82,108,36,47,729,681
"10309","宜蘭縣冬山鄉","安平村","279","907","466","441",93,112,109,88,94,89,54,50,14,22,364,361
"10309","宜蘭縣冬山鄉","廣安村","702","1955","988","967",242,202,224,234,205,233,88,95,23,26,782,790
"10309","宜蘭縣冬山鄉","廣興村","1047","2915","1473","1442",386,337,328,303,339,372,145,146,37,60,1235,1218
"10309","宜蘭縣冬山鄉","得安村","472","1303","692","611",136,135,166,127,150,123,71,77,29,35,552,497
"10309","宜蘭縣冬山鄉","東城村","539","1712","880","832",217,196,191,178,191,168,90,104,27,24,716,670
"10309","宜蘭縣冬山鄉","柯林村","704","1931","1013","918",227,163,230,243,224,212,85,75,20,34,786,727
"10309","宜蘭縣冬山鄉","武淵村","520","1324","706","618",147,160,183,119,178,120,79,90,21,41,608,530
"10309","宜蘭縣冬山鄉","永美村","1277","3385","1728","1657",444,398,454,397,349,352,146,172,34,51,1427,1370
"10309","宜蘭縣冬山鄉","清溝村","1539","4451","2198","2253",528,510,510,464,451,504,180,231,50,63,1719,1772
"10309","宜蘭縣冬山鄉","珍珠村","611","1863","950","913",219,198,217,220,199,199,100,90,22,28,757,735
"10309","宜蘭縣冬山鄉","群英村","2019","5500","2768","2732",637,586,624,581,581,616,323,375,91,104,2256,2262
"10309","宜蘭縣冬山鄉","補城村","474","1366","703","663",138,132,175,150,146,136,81,71,17,24,557,513
"10309","宜蘭縣冬山鄉","順安村","2014","5764","2942","2822",825,671,656,610,682,709,244,280,72,92,2479,2362
"10309","宜蘭縣冬山鄉","香和村","1124","3745","1871","1874",392,382,438,475,310,311,132,127,48,59,1320,1354
"10309","宜蘭縣冬山鄉","鹿埔村","935","2697","1489","1208",384,294,352,245,316,326,151,114,38,52,1241,1031
"10309","宜蘭縣五結鄉","三興村","793","2215","1175","1040",269,252,292,228,256,227,131,127,39,48,987,882
"10309","宜蘭縣五結鄉","上四村","721","1765","898","867",228,189,199,178,209,223,105,126,33,57,774,773
"10309","宜蘭縣五結鄉","中興村","586","1491","757","734",168,179,192,166,173,180,73,82,26,30,632,637
"10309","宜蘭縣五結鄉","二結村","708","2046","1026","1020",258,235,227,229,245,229,91,110,38,52,859,855
"10309","宜蘭縣五結鄉","五結村","1439","4014","2100","1914",530,431,495,477,431,404,202,213,48,72,1706,1597
"10309","宜蘭縣五結鄉","利澤村","836","2425","1238","1187",285,273,323,262,271,241,123,130,37,63,1039,969
"10309","宜蘭縣五結鄉","協和村","1289","3562","1845","1717",479,383,439,383,404,416,162,152,44,61,1528,1395
"10309","宜蘭縣五結鄉","四結村","1122","2743","1378","1365",323,297,329,292,342,352,145,166,44,53,1183,1160
"10309","宜蘭縣五結鄉","大吉村","1358","3987","2058","1929",476,452,475,449,447,430,179,165,61,60,1638,1556
"10309","宜蘭縣五結鄉","孝威村","590","1698","895","803",185,174,205,180,214,164,104,92,35,50,743,660
"10309","宜蘭縣五結鄉","季新村","1131","3342","1743","1599",388,331,440,417,360,349,176,169,48,51,1412,1317
"10309","宜蘭縣五結鄉","成興村","1168","3487","1788","1699",424,383,410,403,360,341,163,170,48,62,1405,1359
"10309","宜蘭縣五結鄉","福興村","717","2009","1056","953",266,227,237,186,251,233,104,105,43,51,901,802
"10309","宜蘭縣五結鄉","錦眾村","584","1735","919","816",177,170,208,191,217,155,102,110,51,54,755,680
"10309","宜蘭縣五結鄉","鎮安村","976","2813","1475","1338",350,324,336,300,336,320,123,119,48,53,1193,1116
"10309","宜蘭縣三星鄉","人和村","195","534","276","258",42,46,63,47,70,57,35,36,20,26,230,212
"10309","宜蘭縣三星鄉","員山村","104","264","141","123",34,30,33,25,40,28,16,14,10,14,133,111
"10309","宜蘭縣三星鄉","大洲村","634","1771","976","795",205,144,237,186,218,171,106,106,33,45,799,652
"10309","宜蘭縣三星鄉","大義村","550","1323","712","611",148,144,163,116,208,161,81,76,31,26,631,523
"10309","宜蘭縣三星鄉","大隱村","1732","4498","2388","2110",552,499,613,469,544,503,218,224,76,93,2003,1788
"10309","宜蘭縣三星鄉","天山村","243","633","341","292",50,55,77,52,85,59,57,52,27,27,296,245
"10309","宜蘭縣三星鄉","天福村","298","907","497","410",106,79,105,78,108,92,68,66,29,36,416,351
"10309","宜蘭縣三星鄉","尚武村","363","878","474","404",102,88,99,69,135,95,56,64,23,32,415,348
"10309","宜蘭縣三星鄉","尾塹村","541","1614","878","736",165,160,218,172,185,150,98,96,29,35,695,613
"10309","宜蘭縣三星鄉","拱照村","669","1451","834","617",145,115,247,160,203,114,97,89,30,34,722,512
"10309","宜蘭縣三星鄉","月眉村","368","1040","564","476",94,88,146,103,125,94,70,74,21,29,456,388
"10309","宜蘭縣三星鄉","義德村","528","1383","748","635",161,133,155,125,172,140,89,104,30,39,607,541
"10309","宜蘭縣三星鄉","萬富村","333","821","464","357",94,55,102,79,120,86,74,51,19,24,409,295
"10309","宜蘭縣三星鄉","萬德村","253","684","377","307",76,60,99,75,95,68,39,37,23,12,332,252
"10309","宜蘭縣三星鄉","行健村","353","913","481","432",98,81,125,107,115,96,53,62,19,22,410,368
"10309","宜蘭縣三星鄉","貴林村","217","566","295","271",61,63,73,53,76,63,29,33,4,13,243,225
"10309","宜蘭縣三星鄉","集慶村","481","1418","720","698",164,155,159,140,143,159,102,94,29,40,597,588
"10309","宜蘭縣三星鄉","雙賢村","258","698","387","311",67,51,77,56,110,63,60,53,21,28,335,251
"10309","宜蘭縣大同鄉","南山村","250","869","467","402",112,102,120,78,78,66,15,22,7,8,332,276
"10309","宜蘭縣大同鄉","四季村","298","1018","527","491",130,120,133,87,87,81,30,37,4,17,384,342
"10309","宜蘭縣大同鄉","太平村","29","78","52","26",9,5,10,4,20,10,5,3,7,2,51,24
"10309","宜蘭縣大同鄉","寒溪村","348","1102","582","520",126,121,110,101,134,116,46,32,14,16,430,386
"10309","宜蘭縣大同鄉","崙埤村","224","735","397","338",91,91,96,80,76,53,27,20,2,4,292,248
"10309","宜蘭縣大同鄉","復興村","111","335","188","147",29,32,54,33,43,29,19,13,9,6,154,113
"10309","宜蘭縣大同鄉","松羅村","248","845","465","380",117,86,108,74,95,85,17,26,12,7,349,278
"10309","宜蘭縣大同鄉","樂水村","154","500","285","215",74,46,64,41,60,37,19,19,5,7,222,150
"10309","宜蘭縣大同鄉","英士村","151","436","240","196",41,42,71,48,55,34,13,16,4,6,184,146
"10309","宜蘭縣大同鄉","茂安村","73","217","123","94",30,22,44,22,18,20,7,7,1,3,100,74
"10309","宜蘭縣南澳鄉","南澳村","493","1584","837","747",203,184,175,155,178,133,54,54,18,18,628,544
"10309","宜蘭縣南澳鄉","東岳村","175","590","286","304",75,70,55,51,64,75,11,19,3,7,208,222
"10309","宜蘭縣南澳鄉","武塔村","191","549","303","246",76,60,56,42,76,49,15,17,13,14,236,182
"10309","宜蘭縣南澳鄉","澳花村","289","970","515","455",135,112,102,76,90,82,23,32,5,10,355,312
"10309","宜蘭縣南澳鄉","碧候村","372","1256","666","590",173,140,147,117,104,100,42,33,11,9,477,399
"10309","宜蘭縣南澳鄉","金岳村","171","573","279","294",55,67,65,49,49,51,21,15,3,6,193,188
"10309","宜蘭縣南澳鄉","金洋村","208","640","340","300",90,89,67,55,54,47,16,15,3,8,230,214
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
